Category,CN Code,Description,Country,Type,Value
Crude steel,7224 90 31,"Containing by weight not less than 0,9 % but not more than 1,15 % of carbon, not less than 0,5 % but not more than 2 % of chromium and, if present, not
more than 0,5 % of molybdenum",South Africa,Indirect,1.98
Crude steel,7224 90 31,"Containing by weight not less than 0,9 % but not more than 1,15 % of carbon, not less than 0,5 % but not more than 2 % of chromium and, if present, not
more than 0,5 % of molybdenum",South Africa,Total,5.48
Crude steel,7224 90 31,"Containing by weight not less than 0,9 % but not more than 1,15 % of carbon, not less than 0,5 % but not more than 2 % of chromium and, if present, not
more than 0,5 % of molybdenum",Switzerland,Direct,0.26
Crude steel,7224 90 31,"Containing by weight not less than 0,9 % but not more than 1,15 % of carbon, not less than 0,5 % but not more than 2 % of chromium and, if present, not
more than 0,5 % of molybdenum",Switzerland,Indirect,0.03
Crude steel,7224 90 31,"Containing by weight not less than 0,9 % but not more than 1,15 % of carbon, not less than 0,5 % but not more than 2 % of chromium and, if present, not
more than 0,5 % of molybdenum",Switzerland,Total,0.29
Crude steel,7224 90 31,"Containing by weight not less than 0,9 % but not more than 1,15 % of carbon, not less than 0,5 % but not more than 2 % of chromium and, if present, not
more than 0,5 % of molybdenum",Taiwan,Direct,1.82
Crude steel,7224 90 31,"Containing by weight not less than 0,9 % but not more than 1,15 % of carbon, not less than 0,5 % but not more than 2 % of chromium and, if present, not
more than 0,5 % of molybdenum",Taiwan,Indirect,0.32
Crude steel,7224 90 31,"Containing by weight not less than 0,9 % but not more than 1,15 % of carbon, not less than 0,5 % but not more than 2 % of chromium and, if present, not
more than 0,5 % of molybdenum",Taiwan,Total,2.14
Crude steel,7224 90 31,"Containing by weight not less than 0,9 % but not more than 1,15 % of carbon, not less than 0,5 % but not more than 2 % of chromium and, if present, not
more than 0,5 % of molybdenum",Türkiye,Direct,1.87
Crude steel,7224 90 31,"Containing by weight not less than 0,9 % but not more than 1,15 % of carbon, not less than 0,5 % but not more than 2 % of chromium and, if present, not
more than 0,5 % of molybdenum",Türkiye,Indirect,0.27
Crude steel,7224 90 31,"Containing by weight not less than 0,9 % but not more than 1,15 % of carbon, not less than 0,5 % but not more than 2 % of chromium and, if present, not
more than 0,5 % of molybdenum",Türkiye,Total,2.14
Crude steel,7224 90 31,"Containing by weight not less than 0,9 % but not more than 1,15 % of carbon, not less than 0,5 % but not more than 2 % of chromium and, if present, not
more than 0,5 % of molybdenum",Ukraine,Direct,1.45
Crude steel,7224 90 31,"Containing by weight not less than 0,9 % but not more than 1,15 % of carbon, not less than 0,5 % but not more than 2 % of chromium and, if present, not
more than 0,5 % of molybdenum",Ukraine,Indirect,0.94
Crude steel,7224 90 31,"Containing by weight not less than 0,9 % but not more than 1,15 % of carbon, not less than 0,5 % but not more than 2 % of chromium and, if present, not
more than 0,5 % of molybdenum",Ukraine,Total,2.39
Crude steel,7224 90 31,"Containing by weight not less than 0,9 % but not more than 1,15 % of carbon, not less than 0,5 % but not more than 2 % of chromium and, if present, not
more than 0,5 % of molybdenum",United Kingdom,Direct,1.98
Crude steel,7224 90 31,"Containing by weight not less than 0,9 % but not more than 1,15 % of carbon, not less than 0,5 % but not more than 2 % of chromium and, if present, not
more than 0,5 % of molybdenum",United Kingdom,Indirect,0.13
Crude steel,7224 90 31,"Containing by weight not less than 0,9 % but not more than 1,15 % of carbon, not less than 0,5 % but not more than 2 % of chromium and, if present, not
more than 0,5 % of molybdenum",United Kingdom,Total,2.11
Crude steel,7224 90 31,"Containing by weight not less than 0,9 % but not more than 1,15 % of carbon, not less than 0,5 % but not more than 2 % of chromium and, if present, not
more than 0,5 % of molybdenum",United States,Direct,1.67
Crude steel,7224 90 31,"Containing by weight not less than 0,9 % but not more than 1,15 % of carbon, not less than 0,5 % but not more than 2 % of chromium and, if present, not
more than 0,5 % of molybdenum",United States,Indirect,0.27
Crude steel,7224 90 31,"Containing by weight not less than 0,9 % but not more than 1,15 % of carbon, not less than 0,5 % but not more than 2 % of chromium and, if present, not
more than 0,5 % of molybdenum",United States,Total,1.94
Crude steel,7224 90 31,"Containing by weight not less than 0,9 % but not more than 1,15 % of carbon, not less than 0,5 % but not more than 2 % of chromium and, if present, not
more than 0,5 % of molybdenum",EU27,Direct,1.78
Crude steel,7224 90 31,"Containing by weight not less than 0,9 % but not more than 1,15 % of carbon, not less than 0,5 % but not more than 2 % of chromium and, if present, not
more than 0,5 % of molybdenum",EU27,Indirect,0.18
Crude steel,7224 90 31,"Containing by weight not less than 0,9 % but not more than 1,15 % of carbon, not less than 0,5 % but not more than 2 % of chromium and, if present, not
more than 0,5 % of molybdenum",EU27,Total,1.97
Crude steel,7224 90 31,"Containing by weight not less than 0,9 % but not more than 1,15 % of carbon, not less than 0,5 % but not more than 2 % of chromium and, if present, not
more than 0,5 % of molybdenum","Weighted average
primary",Direct,1.95
Crude steel,7224 90 31,"Containing by weight not less than 0,9 % but not more than 1,15 % of carbon, not less than 0,5 % but not more than 2 % of chromium and, if present, not
more than 0,5 % of molybdenum","Weighted average
primary",Indirect,0.4
Crude steel,7224 90 31,"Containing by weight not less than 0,9 % but not more than 1,15 % of carbon, not less than 0,5 % but not more than 2 % of chromium and, if present, not
more than 0,5 % of molybdenum","Weighted average
primary",Total,2.35
Crude steel,7224 90 38,Other,Default Direct,emissions,1.95
Crude steel,7224 90 38,Other,Default Indirect,emissions,0.4
Crude steel,7224 90 38,Other,Default Total,emissions,2.35
Crude steel,7224 90 38,Other,Belarus,Direct,0.13
Crude steel,7224 90 38,Other,Belarus,Indirect,0.32
Crude steel,7224 90 38,Other,Belarus,Total,0.45
Crude steel,7224 90 38,Other,Brazil,Direct,2.03
Crude steel,7224 90 38,Other,Brazil,Indirect,0.08
Crude steel,7224 90 38,Other,Brazil,Total,2.1
Crude steel,7224 90 38,Other,China,Direct,1.71
Crude steel,7224 90 38,Other,China,Indirect,0.54
Crude steel,7224 90 38,Other,China,Total,2.25
Crude steel,7224 90 38,Other,India,Direct,2.72
Crude steel,7224 90 38,Other,India,Indirect,0.57
Crude steel,7224 90 38,Other,India,Total,3.28
Crude steel,7224 90 38,Other,Japan,Direct,2.05
Crude steel,7224 90 38,Other,Japan,Indirect,0.32
Crude steel,7224 90 38,Other,Japan,Total,2.36
Crude steel,7224 90 38,Other,South Korea,Direct,1.72
Crude steel,7224 90 38,Other,South Korea,Indirect,0.35
Crude steel,7224 90 38,Other,South Korea,Total,2.07
Crude steel,7224 90 38,Other,Norway,Direct,0.92
Crude steel,7224 90 38,Other,Norway,Indirect,0.08
Crude steel,7224 90 38,Other,Norway,Total,1
Crude steel,7224 90 38,Other,Russia,Direct,3.59
Crude steel,7224 90 38,Other,Russia,Indirect,0.25
Crude steel,7224 90 38,Other,Russia,Total,3.84
Crude steel,7224 90 38,Other,Serbia,Direct,2.32
Crude steel,7224 90 38,Other,Serbia,Indirect,0.59
Crude steel,7224 90 38,Other,Serbia,Total,2.91
Crude steel,7224 90 38,Other,South Africa,Direct,3.5
Crude steel,7224 90 38,Other,South Africa,Indirect,1.98
Crude steel,7224 90 38,Other,South Africa,Total,5.48
Crude steel,7224 90 38,Other,Switzerland,Direct,0.26
Crude steel,7224 90 38,Other,Switzerland,Indirect,0.03
Crude steel,7224 90 38,Other,Switzerland,Total,0.29
Crude steel,7224 90 38,Other,Taiwan,Direct,1.82
Crude steel,7224 90 38,Other,Taiwan,Indirect,0.32
Crude steel,7224 90 38,Other,Taiwan,Total,2.14
Crude steel,7224 90 38,Other,Türkiye,Direct,1.87
Crude steel,7224 90 38,Other,Türkiye,Indirect,0.27
Crude steel,7224 90 38,Other,Türkiye,Total,2.14
Crude steel,7224 90 38,Other,Ukraine,Direct,1.45
Crude steel,7224 90 38,Other,Ukraine,Indirect,0.94
Crude steel,7224 90 38,Other,Ukraine,Total,2.39
Crude steel,7224 90 38,Other,United Kingdom,Direct,1.98
Crude steel,7224 90 38,Other,United Kingdom,Indirect,0.13
Crude steel,7224 90 38,Other,United Kingdom,Total,2.11
Crude steel,7224 90 38,Other,United States,Direct,1.67
Crude steel,7224 90 38,Other,United States,Indirect,0.27
Crude steel,7224 90 38,Other,United States,Total,1.94
Crude steel,7224 90 38,Other,EU27,Direct,1.78
Crude steel,7224 90 38,Other,EU27,Indirect,0.18
Crude steel,7224 90 38,Other,EU27,Total,1.97
Crude steel,7224 90 38,Other,"Weighted average
primary",Direct,1.95
Crude steel,7224 90 38,Other,"Weighted average
primary",Indirect,0.4
Crude steel,7224 90 38,Other,"Weighted average
primary",Total,2.35
Iron or steel products,7205,"Granules and powders, of pig iron, spiegeleisen, iron or steel (if not covered under category pig iron)",Default Direct,emissions,1.9
Iron or steel products,7205,"Granules and powders, of pig iron, spiegeleisen, iron or steel (if not covered under category pig iron)",Default Indirect,emissions,0.17
Iron or steel products,7205,"Granules and powders, of pig iron, spiegeleisen, iron or steel (if not covered under category pig iron)",Default Total,emissions,2.07
Iron or steel products,7205,"Granules and powders, of pig iron, spiegeleisen, iron or steel (if not covered under category pig iron)",Belarus,Direct,1.38
Iron or steel products,7205,"Granules and powders, of pig iron, spiegeleisen, iron or steel (if not covered under category pig iron)",Belarus,Indirect,0.08
Iron or steel products,7205,"Granules and powders, of pig iron, spiegeleisen, iron or steel (if not covered under category pig iron)",Belarus,Total,1.47
Iron or steel products,7205,"Granules and powders, of pig iron, spiegeleisen, iron or steel (if not covered under category pig iron)",Brazil,Direct,1.83
Iron or steel products,7205,"Granules and powders, of pig iron, spiegeleisen, iron or steel (if not covered under category pig iron)",Brazil,Indirect,0.04
Iron or steel products,7205,"Granules and powders, of pig iron, spiegeleisen, iron or steel (if not covered under category pig iron)",Brazil,Total,1.87
Iron or steel products,7205,"Granules and powders, of pig iron, spiegeleisen, iron or steel (if not covered under category pig iron)",China,Direct,1.76
Iron or steel products,7205,"Granules and powders, of pig iron, spiegeleisen, iron or steel (if not covered under category pig iron)",China,Indirect,0.22
Iron or steel products,7205,"Granules and powders, of pig iron, spiegeleisen, iron or steel (if not covered under category pig iron)",China,Total,1.98
Iron or steel products,7205,"Granules and powders, of pig iron, spiegeleisen, iron or steel (if not covered under category pig iron)",India,Direct,2.75
Iron or steel products,7205,"Granules and powders, of pig iron, spiegeleisen, iron or steel (if not covered under category pig iron)",India,Indirect,0.34
Iron or steel products,7205,"Granules and powders, of pig iron, spiegeleisen, iron or steel (if not covered under category pig iron)",India,Total,3.09
Iron or steel products,7205,"Granules and powders, of pig iron, spiegeleisen, iron or steel (if not covered under category pig iron)",Japan,Direct,1.99
Iron or steel products,7205,"Granules and powders, of pig iron, spiegeleisen, iron or steel (if not covered under category pig iron)",Japan,Indirect,0.17
Iron or steel products,7205,"Granules and powders, of pig iron, spiegeleisen, iron or steel (if not covered under category pig iron)",Japan,Total,2.16
Iron or steel products,7205,"Granules and powders, of pig iron, spiegeleisen, iron or steel (if not covered under category pig iron)",South Korea,Direct,1.67
Iron or steel products,7205,"Granules and powders, of pig iron, spiegeleisen, iron or steel (if not covered under category pig iron)",South Korea,Indirect,0.17
Iron or steel products,7205,"Granules and powders, of pig iron, spiegeleisen, iron or steel (if not covered under category pig iron)",South Korea,Total,1.84
Iron or steel products,7205,"Granules and powders, of pig iron, spiegeleisen, iron or steel (if not covered under category pig iron)",Norway,Direct,12.73
Iron or steel products,7205,"Granules and powders, of pig iron, spiegeleisen, iron or steel (if not covered under category pig iron)",Norway,Indirect,0.01
Iron or steel products,7205,"Granules and powders, of pig iron, spiegeleisen, iron or steel (if not covered under category pig iron)",Norway,Total,12.74
Iron or steel products,7205,"Granules and powders, of pig iron, spiegeleisen, iron or steel (if not covered under category pig iron)",Russia,Direct,3.35
Iron or steel products,7205,"Granules and powders, of pig iron, spiegeleisen, iron or steel (if not covered under category pig iron)",Russia,Indirect,0.14
Iron or steel products,7205,"Granules and powders, of pig iron, spiegeleisen, iron or steel (if not covered under category pig iron)",Russia,Total,3.49
Iron or steel products,7205,"Granules and powders, of pig iron, spiegeleisen, iron or steel (if not covered under category pig iron)",Serbia,Direct,2.34
Iron or steel products,7205,"Granules and powders, of pig iron, spiegeleisen, iron or steel (if not covered under category pig iron)",Serbia,Indirect,0.46
Iron or steel products,7205,"Granules and powders, of pig iron, spiegeleisen, iron or steel (if not covered under category pig iron)",Serbia,Total,2.8
Iron or steel products,7205,"Granules and powders, of pig iron, spiegeleisen, iron or steel (if not covered under category pig iron)",South Africa,Direct,3.46
